id,word,traditional,pinyin,pos,level,lexical_pattern,default_surface_pattern,sandhi_tags,surface_label_needs_clip_review,forvo_url
L7-4263,亡羊补牢,亡羊補牢,wángyáng-bǔláo,,7-9,2-2-3-2,2-2-3-2,,False,https://forvo.com/word/亡羊补牢/#zh
L7-4264,王国,王國,wángguó,N,7-9,2-2,2-2,,False,https://forvo.com/word/王国/#zh
L7-4265,王牌,王牌,wángpái,N,7-9,2-2,2-2,,False,https://forvo.com/word/王牌/#zh
L7-4266,网点,網點,wǎngdiǎn,N,7-9,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/网点/#zh
L7-4267,网民,網民,wǎngmín,N,7-9,3-2,3-2,,False,https://forvo.com/word/网民/#zh
L7-4268,往常,往常,wǎngcháng,N,7-9,3-2,3-2,,False,https://forvo.com/word/往常/#zh
L7-4269,往返,往返,wǎngfǎn,V,7-9,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/往返/#zh
L7-4270,往日,往日,wǎngrì,N,7-9,3-4,3-4,,False,https://forvo.com/word/往日/#zh
L7-4271,往事,往事,wǎngshì,N,7-9,3-4,3-4,,False,https://forvo.com/word/往事/#zh
L7-4272,妄想,妄想,wàngxiǎng,V/N,7-9,4-3,4-3,,False,https://forvo.com/word/妄想/#zh
L7-4273,忘不了,忘不了,wàng bu liǎo,,7-9,4-4-3,4-4-3,,False,https://forvo.com/word/忘不了/#zh
L7-4274,忘掉,忘掉,wàngdiào,,7-9,4-4,4-4,,False,https://forvo.com/word/忘掉/#zh
L7-4275,旺,旺,wàng,Adj,7-9,4,4,,False,https://forvo.com/word/旺/#zh
L7-4276,旺季,旺季,wàngjì,N,7-9,4-4,4-4,,False,https://forvo.com/word/旺季/#zh
L7-4277,旺盛,旺盛,wàngshèng,Adj,7-9,4-4,4-4,,False,https://forvo.com/word/旺盛/#zh
L7-4278,望,望,wàng,V,7-9,4,4,,False,https://forvo.com/word/望/#zh
L7-4279,望远镜,望遠鏡,wàngyuǎnjìng,N,7-9,4-3-4,4-3-4,,False,https://forvo.com/word/望远镜/#zh
L7-4280,危及,危及,wēijí,V,7-9,1-2,1-2,,False,https://forvo.com/word/危及/#zh
L7-4281,危急,危急,wēijí,Adj,7-9,1-2,1-2,,False,https://forvo.com/word/危急/#zh
L7-4282,威风,威風,wēifēng,N/Adj,7-9,1-1,1-1,,False,https://forvo.com/word/威风/#zh
L7-4283,威力,威力,wēilì,N,7-9,1-4,1-4,,False,https://forvo.com/word/威力/#zh
L7-4284,威慑,威懾,wēishè,V,7-9,1-4,1-4,,False,https://forvo.com/word/威慑/#zh
L7-4285,威信,威信,wēixìn,N,7-9,1-4,1-4,,False,https://forvo.com/word/威信/#zh
L7-4286,微不足道,微不足道,wēibùzúdào,,7-9,1-4-2-4,1-4-2-4,,False,https://forvo.com/word/微不足道/#zh
L7-4287,微观,微觀,wēiguān,Adj,7-9,1-1,1-1,,False,https://forvo.com/word/微观/#zh
L7-4288,微妙,微妙,wēimiào,Adj,7-9,1-4,1-4,,False,https://forvo.com/word/微妙/#zh
L7-4289,微弱,微弱,wēiruò,Adj,7-9,1-4,1-4,,False,https://forvo.com/word/微弱/#zh
L7-4290,微型,微型,wēixíng,Adj,7-9,1-2,1-2,,False,https://forvo.com/word/微型/#zh
L7-4291,为人,為人,wéirén,V/N,7-9,2-2,2-2,,False,https://forvo.com/word/为人/#zh
L7-4292,违背,違背,wéibèi,V,7-9,2-4,2-4,,False,https://forvo.com/word/违背/#zh
L7-4293,违约,違約,wéiyuē,,7-9,2-1,2-1,,False,https://forvo.com/word/违约/#zh
L7-4294,违章,違章,wéizhāng,,7-9,2-1,2-1,,False,https://forvo.com/word/违章/#zh
L7-4295,围墙,圍牆,wéiqiáng,N,7-9,2-2,2-2,,False,https://forvo.com/word/围墙/#zh
L7-4296,唯,唯,wéi,Adv,7-9,2,2,,False,https://forvo.com/word/唯/#zh
L7-4297,唯独,唯獨,wéidú,Adv,7-9,2-2,2-2,,False,https://forvo.com/word/唯独/#zh
L7-4298,伪造,偽造,wěizào,V,7-9,3-4,3-4,,False,https://forvo.com/word/伪造/#zh
L7-4299,伪装,偽裝,wěizhuāng,V/N,7-9,3-1,3-1,,False,https://forvo.com/word/伪装/#zh
L7-4300,尾气,尾氣,wěiqì,N,7-9,3-4,3-4,,False,https://forvo.com/word/尾气/#zh
L7-4301,尾声,尾聲,wěishēng,N,7-9,3-1,3-1,,False,https://forvo.com/word/尾声/#zh
L7-4302,纬度,緯度,wěidù,N,7-9,3-4,3-4,,False,https://forvo.com/word/纬度/#zh
L7-4303,委屈,委屈,wěiqu,Adj/V,7-9,3-N,3-N,neutral_tone,False,https://forvo.com/word/委屈/#zh
L7-4304,委婉,委婉,wěiwǎn,Adj,7-9,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/委婉/#zh
L7-4305,委员,委員,wěiyuán,N,7-9,3-2,3-2,,False,https://forvo.com/word/委员/#zh
L7-4306,委员会,委員會,wěiyuánhuì,N,7-9,3-2-4,3-2-4,,False,https://forvo.com/word/委员会/#zh
L7-4307,萎缩,萎縮,wěisuō,V,7-9,3-1,3-1,,False,https://forvo.com/word/萎缩/#zh
L7-4308,卫视,衛視,wèishì,N,7-9,4-4,4-4,,False,https://forvo.com/word/卫视/#zh
L7-4309,未,未,wèi,Adv,7-9,4,4,,False,https://forvo.com/word/未/#zh
L7-4310,未成年人,未成年人,wèichéngniánrén,N,7-9,4-2-2-2,4-2-2-2,,False,https://forvo.com/word/未成年人/#zh
L7-4311,未经,未經,wèijīng,V,7-9,4-1,4-1,,False,https://forvo.com/word/未经/#zh
L7-4312,未免,未免,wèimiǎn,Adv,7-9,4-3,4-3,,False,https://forvo.com/word/未免/#zh
L7-4313,未知数,未知數,wèizhīshù,N,7-9,4-1-4,4-1-4,,False,https://forvo.com/word/未知数/#zh
L7-4314,位子,位子,wèizi,N,7-9,4-N,4-N,neutral_tone,False,https://forvo.com/word/位子/#zh
L7-4315,味精,味精,wèijīng,N,7-9,4-1,4-1,,False,https://forvo.com/word/味精/#zh
L7-4316,畏惧,畏懼,wèijù,V,7-9,4-4,4-4,,False,https://forvo.com/word/畏惧/#zh
L7-4317,畏缩,畏縮,wèisuō,V,7-9,4-1,4-1,,False,https://forvo.com/word/畏缩/#zh
L7-4318,胃口,胃口,wèikǒu,N,7-9,4-3,4-3,,False,https://forvo.com/word/胃口/#zh
L7-4319,喂养,餵養,wèiyǎng,V,7-9,4-3,4-3,,False,https://forvo.com/word/喂养/#zh
L7-4320,慰劳,慰勞,wèiláo,V,7-9,4-2,4-2,,False,https://forvo.com/word/慰劳/#zh
L7-4321,温度计,溫度計,wēndùjì,N,7-9,1-4-4,1-4-4,,False,https://forvo.com/word/温度计/#zh
L7-4322,温泉,溫泉,wēnquán,N,7-9,1-2,1-2,,False,https://forvo.com/word/温泉/#zh
L7-4323,温柔,溫柔,wēnróu,Adj,7-9,1-2,1-2,,False,https://forvo.com/word/温柔/#zh
L7-4324,温室,溫室,wēnshì,N,7-9,1-4,1-4,,False,https://forvo.com/word/温室/#zh
L7-4325,温习,溫習,wēnxí,V,7-9,1-2,1-2,,False,https://forvo.com/word/温习/#zh
L7-4326,温馨,溫馨,wēnxīn,Adj,7-9,1-1,1-1,,False,https://forvo.com/word/温馨/#zh
L7-4327,瘟疫,瘟疫,wēnyì,N,7-9,1-4,1-4,,False,https://forvo.com/word/瘟疫/#zh
L7-4328,文,文,wén,N,7-9,2,2,,False,https://forvo.com/word/文/#zh
L7-4329,文具,文具,wénjù,N,7-9,2-4,2-4,,False,https://forvo.com/word/文具/#zh
L7-4330,文科,文科,wénkē,N,7-9,2-1,2-1,,False,https://forvo.com/word/文科/#zh
L7-4331,文盲,文盲,wénmáng,N,7-9,2-2,2-2,,False,https://forvo.com/word/文盲/#zh
L7-4332,文凭,文憑,wénpíng,N,7-9,2-2,2-2,,False,https://forvo.com/word/文凭/#zh
L7-4333,文人,文人,wénrén,N,7-9,2-2,2-2,,False,https://forvo.com/word/文人/#zh
L7-4334,文物,文物,wénwù,N,7-9,2-4,2-4,,False,https://forvo.com/word/文物/#zh
L7-4335,文献,文獻,wénxiàn,N,7-9,2-4,2-4,,False,https://forvo.com/word/文献/#zh
L7-4336,文雅,文雅,wényǎ,Adj,7-9,2-3,2-3,,False,https://forvo.com/word/文雅/#zh
L7-4337,闻名,聞名,wénmíng,V,7-9,2-2,2-2,,False,https://forvo.com/word/闻名/#zh
L7-4338,蚊帐,蚊帳,wénzhàng,N,7-9,2-4,2-4,,False,https://forvo.com/word/蚊帐/#zh
L7-4339,蚊子,蚊子,wénzi,N,7-9,2-N,2-N,neutral_tone,False,https://forvo.com/word/蚊子/#zh
L7-4340,吻,吻,wěn,N/V,7-9,3,3,,False,https://forvo.com/word/吻/#zh
L7-4341,吻合,吻合,wěnhé,Adj,7-9,3-2,3-2,,False,https://forvo.com/word/吻合/#zh
L7-4342,紊乱,紊亂,wěnluàn,Adj,7-9,3-4,3-4,,False,https://forvo.com/word/紊乱/#zh
L7-4343,稳固,穩固,wěngù,Adj/V,7-9,3-4,3-4,,False,https://forvo.com/word/稳固/#zh
L7-4344,稳健,穩健,wěnjiàn,Adj,7-9,3-4,3-4,,False,https://forvo.com/word/稳健/#zh
L7-4345,稳妥,穩妥,wěntuǒ,Adj,7-9,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/稳妥/#zh
L7-4346,稳重,穩重,wěnzhòng,Adj,7-9,3-4,3-4,,False,https://forvo.com/word/稳重/#zh
L7-4347,问卷,問卷,wènjuàn,N,7-9,4-4,4-4,,False,https://forvo.com/word/问卷/#zh
L7-4348,问世,問世,wènshì,V,7-9,4-4,4-4,,False,https://forvo.com/word/问世/#zh
L7-4349,窝,窩,wō,N,7-9,1,1,,False,https://forvo.com/word/窝/#zh
L7-4350,卧,臥,wò,V,7-9,4,4,,False,https://forvo.com/word/卧/#zh
L7-4351,污秽,污穢,wūhuì,Adj/N,7-9,1-4,1-4,,False,https://forvo.com/word/污秽/#zh
L7-4352,巫婆,巫婆,wūpó,N,7-9,1-2,1-2,,False,https://forvo.com/word/巫婆/#zh
L7-4353,呜咽,嗚咽,wūyè,V,7-9,1-4,1-4,,False,https://forvo.com/word/呜咽/#zh
L7-4354,屋顶,屋頂,wūdǐng,N,7-9,1-3,1-3,,False,https://forvo.com/word/屋顶/#zh
L7-4355,无比,無比,wúbǐ,V,7-9,2-3,2-3,,False,https://forvo.com/word/无比/#zh
L7-4356,无不,無不,wúbù,Adv,7-9,2-4,2-4,,False,https://forvo.com/word/无不/#zh
L7-4357,无偿,無償,wúcháng,Adj,7-9,2-2,2-2,,False,https://forvo.com/word/无偿/#zh
L7-4358,无敌,無敵,wúdí,V,7-9,2-2,2-2,,False,https://forvo.com/word/无敌/#zh
L7-4359,无恶不作,無惡不作,wú'è-bùzuò,,7-9,2-4-4-4,2-4-2-4,bu_before_t4,False,https://forvo.com/word/无恶不作/#zh
L7-4360,无非,無非,wúfēi,Adv,7-9,2-1,2-1,,False,https://forvo.com/word/无非/#zh
L7-4361,无辜,無辜,wúgū,Adj/N,7-9,2-1,2-1,,False,https://forvo.com/word/无辜/#zh
L7-4362,无故,無故,wúgù,Adv,7-9,2-4,2-4,,False,https://forvo.com/word/无故/#zh
L7-4363,无关紧要,無關緊要,wúguān-jǐnyào,,7-9,2-1-3-4,2-1-3-4,,False,https://forvo.com/word/无关紧要/#zh
L7-4364,无话可说,無話可說,wúhuà-kěshuō,,7-9,2-4-3-1,2-4-3-1,,False,https://forvo.com/word/无话可说/#zh
L7-4365,无济于事,無濟於事,wújìyúshì,,7-9,2-4-2-4,2-4-2-4,,False,https://forvo.com/word/无济于事/#zh
L7-4366,无家可归,無家可歸,wújiā-kěguī,,7-9,2-1-3-1,2-1-3-1,,False,https://forvo.com/word/无家可归/#zh
L7-4367,无精打采,無精打采,wújīng-dǎcǎi,,7-9,2-1-3-3,2-1-2-3,third_tone_sandhi,False,https://forvo.com/word/无精打采/#zh
L7-4368,无可奉告,無可奉告,wúkěfènggào,,7-9,2-3-4-4,2-3-4-4,,False,https://forvo.com/word/无可奉告/#zh
L7-4369,无可厚非,無可厚非,wúkěhòufēi,,7-9,2-3-4-1,2-3-4-1,,False,https://forvo.com/word/无可厚非/#zh
L7-4370,无可奈何,無可奈何,wúkěnàihé,,7-9,2-3-4-2,2-3-4-2,,False,https://forvo.com/word/无可奈何/#zh
L7-4371,无理,無理,wúlǐ,V,7-9,2-3,2-3,,False,https://forvo.com/word/无理/#zh
L7-4372,无力,無力,wúlì,V,7-9,2-4,2-4,,False,https://forvo.com/word/无力/#zh
L7-4373,无论如何,無論如何,wúlùn-rúhé,,7-9,2-4-2-2,2-4-2-2,,False,https://forvo.com/word/无论如何/#zh
L7-4374,无能,無能,wúnéng,Adj,7-9,2-2,2-2,,False,https://forvo.com/word/无能/#zh
L7-4375,无能为力,無能為力,wúnéngwéilì,,7-9,2-2-2-4,2-2-2-4,,False,https://forvo.com/word/无能为力/#zh
L7-4376,无情,無情,wúqíng,Adj,7-9,2-2,2-2,,False,https://forvo.com/word/无情/#zh
L7-4377,无情无义,無情無義,wúqíng-wúyì,,7-9,2-2-2-4,2-2-2-4,,False,https://forvo.com/word/无情无义/#zh
L7-4378,无穷,無窮,wúqióng,V,7-9,2-2,2-2,,False,https://forvo.com/word/无穷/#zh
L7-4379,无私,無私,wúsī,Adj,7-9,2-1,2-1,,False,https://forvo.com/word/无私/#zh
L7-4380,无所事事,無所事事,wúsuǒshìshì,,7-9,2-3-4-4,2-3-4-4,,False,https://forvo.com/word/无所事事/#zh
L7-4381,无所作为,無所作為,wúsuǒzuòwéi,,7-9,2-3-4-2,2-3-4-2,,False,https://forvo.com/word/无所作为/#zh
L7-4382,无条件,無條件,wútiáojiàn,V,7-9,2-2-4,2-2-4,,False,https://forvo.com/word/无条件/#zh
L7-4383,无微不至,無微不至,wúwēi-bùzhì,,7-9,2-1-4-4,2-1-2-4,bu_before_t4,False,https://forvo.com/word/无微不至/#zh
L7-4384,无线,無線,wúxiàn,Adj,7-9,2-4,2-4,,False,https://forvo.com/word/无线/#zh
L7-4385,无线电,無線電,wúxiàndiàn,N,7-9,2-4-4,2-4-4,,False,https://forvo.com/word/无线电/#zh
L7-4386,无形,無形,wúxíng,Adj,7-9,2-2,2-2,,False,https://forvo.com/word/无形/#zh
L7-4387,无形中,無形中,wúxíngzhōng,Adv,7-9,2-2-1,2-2-1,,False,https://forvo.com/word/无形中/#zh
L7-4388,无须,無須,wúxū,Adv,7-9,2-1,2-1,,False,https://forvo.com/word/无须/#zh
L7-4389,无意,無意,wúyì,V/Adv,7-9,2-4,2-4,,False,https://forvo.com/word/无意/#zh
L7-4390,无忧无虑,無憂無慮,wúyōu-wúlǜ,,7-9,2-1-2-4,2-1-2-4,,False,https://forvo.com/word/无忧无虑/#zh
L7-4391,无缘,無緣,wúyuán,V/Adv,7-9,2-2,2-2,,False,https://forvo.com/word/无缘/#zh
L7-4392,无知,無知,wúzhī,Adj,7-9,2-1,2-1,,False,https://forvo.com/word/无知/#zh
L7-4393,无足轻重,無足輕重,wúzú-qīngzhòng,,7-9,2-2-1-4,2-2-1-4,,False,https://forvo.com/word/无足轻重/#zh
L7-4394,五花八门,五花八門,wǔhuā-bāmén,,7-9,3-1-1-2,3-1-1-2,,False,https://forvo.com/word/五花八门/#zh
L7-4395,五星级,五星級,wǔxīngjí,Adj,7-9,3-1-2,3-1-2,,False,https://forvo.com/word/五星级/#zh
L7-4396,武力,武力,wǔlì,N,7-9,3-4,3-4,,False,https://forvo.com/word/武力/#zh
L7-4397,武装,武裝,wǔzhuāng,N/V,7-9,3-1,3-1,,False,https://forvo.com/word/武装/#zh
L7-4398,侮辱,侮辱,wǔrǔ,V,7-9,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/侮辱/#zh
L7-4399,捂,捂,wǔ,V,7-9,3,3,,False,https://forvo.com/word/捂/#zh
L7-4400,舞厅,舞廳,wǔtīng,N,7-9,3-1,3-1,,False,https://forvo.com/word/舞厅/#zh
L7-4401,勿,勿,wù,Adv,7-9,4,4,,False,https://forvo.com/word/勿/#zh
L7-4402,务必,務必,wùbì,Adv,7-9,4-4,4-4,,False,https://forvo.com/word/务必/#zh
L7-4403,务实,務實,wùshí,Adj,7-9,4-2,4-2,,False,https://forvo.com/word/务实/#zh
L7-4404,物流,物流,wùliú,N,7-9,4-2,4-2,,False,https://forvo.com/word/物流/#zh
L7-4405,物体,物體,wùtǐ,N,7-9,4-3,4-3,,False,https://forvo.com/word/物体/#zh
L7-4406,物证,物證,wùzhèng,N,7-9,4-4,4-4,,False,https://forvo.com/word/物证/#zh
L7-4407,物资,物資,wùzī,N,7-9,4-1,4-1,,False,https://forvo.com/word/物资/#zh
L7-4408,误差,誤差,wùchā,N,7-9,4-1,4-1,,False,https://forvo.com/word/误差/#zh
L7-4409,误导,誤導,wùdǎo,V,7-9,4-3,4-3,,False,https://forvo.com/word/误导/#zh
L7-4410,误区,誤區,wùqū,N,7-9,4-1,4-1,,False,https://forvo.com/word/误区/#zh
L7-4411,雾,霧,wù,N,7-9,4,4,,False,https://forvo.com/word/雾/#zh
L7-4412,吸纳,吸納,xīnà,V,7-9,1-4,1-4,,False,https://forvo.com/word/吸纳/#zh
L7-4413,吸取,吸取,xīqǔ,V,7-9,1-3,1-3,,False,https://forvo.com/word/吸取/#zh
L7-4414,昔日,昔日,xīrì,N,7-9,1-4,1-4,,False,https://forvo.com/word/昔日/#zh
L7-4415,息息相关,息息相關,xīxī-xiāngguān,,7-9,1-1-1-1,1-1-1-1,,False,https://forvo.com/word/息息相关/#zh
L7-4416,稀,稀,xī,Adj,7-9,1,1,,False,https://forvo.com/word/稀/#zh
L7-4417,稀罕,稀罕,xīhan,Adj/V,7-9,1-N,1-N,neutral_tone,False,https://forvo.com/word/稀罕/#zh
L7-4418,稀奇,稀奇,xīqí,Adj,7-9,1-2,1-2,,False,https://forvo.com/word/稀奇/#zh
L7-4419,稀少,稀少,xīshǎo,Adj,7-9,1-3,1-3,,False,https://forvo.com/word/稀少/#zh
L7-4420,锡,錫,xī,N,7-9,1,1,,False,https://forvo.com/word/锡/#zh
L7-4421,熙熙攘攘,熙熙攘攘,xīxī-rǎngrǎng,Adj,7-9,1-1-3-3,1-1-2-3,third_tone_sandhi,False,https://forvo.com/word/熙熙攘攘/#zh
L7-4422,熄火,熄火,xīhuǒ,,7-9,1-3,1-3,,False,https://forvo.com/word/熄火/#zh
L7-4423,膝盖,膝蓋,xīgài,N,7-9,1-4,1-4,,False,https://forvo.com/word/膝盖/#zh
L7-4424,嬉笑,嬉笑,xīxiào,V,7-9,1-4,1-4,,False,https://forvo.com/word/嬉笑/#zh
L7-4425,习俗,習俗,xísú,N,7-9,2-2,2-2,,False,https://forvo.com/word/习俗/#zh
L7-4426,席,席,xí,N,7-9,2,2,,False,https://forvo.com/word/席/#zh
L7-4427,席位,席位,xíwèi,N,7-9,2-4,2-4,,False,https://forvo.com/word/席位/#zh
L7-4428,袭击,襲擊,xíjī,V,7-9,2-1,2-1,,False,https://forvo.com/word/袭击/#zh
L7-4429,媳妇,媳婦,xífu,N,7-9,2-4,2-4,,False,https://forvo.com/word/媳妇/#zh
L7-4430,洗涤剂,洗滌劑,xǐdíjì,N,7-9,3-2-4,3-2-4,,False,https://forvo.com/word/洗涤剂/#zh
L7-4431,洗礼,洗禮,xǐlǐ,N,7-9,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/洗礼/#zh
L7-4432,喜出望外,喜出望外,xǐchūwàngwài,,7-9,3-1-4-4,3-1-4-4,,False,https://forvo.com/word/喜出望外/#zh
L7-4433,喜好,喜好,xǐhào,V/N,7-9,3-4,3-4,,False,https://forvo.com/word/喜好/#zh
L7-4434,喜酒,喜酒,xǐjiǔ,N,7-9,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/喜酒/#zh
L7-4435,喜怒哀乐,喜怒哀樂,xǐ-nù-āi-lè,,7-9,3-4-1-4,3-4-1-4,,False,https://forvo.com/word/喜怒哀乐/#zh
L7-4436,喜庆,喜慶,xǐqìng,Adj/N,7-9,3-4,3-4,,False,https://forvo.com/word/喜庆/#zh
L7-4437,喜事,喜事,xǐshì,N,7-9,3-4,3-4,,False,https://forvo.com/word/喜事/#zh
L7-4438,喜糖,喜糖,xǐtáng,N,7-9,3-2,3-2,,False,https://forvo.com/word/喜糖/#zh
L7-4439,喜洋洋,喜洋洋,xǐyángyáng,Adj,7-9,3-2-2,3-2-2,,False,https://forvo.com/word/喜洋洋/#zh
L7-4440,喜悦,喜悅,xǐyuè,Adj,7-9,3-4,3-4,,False,https://forvo.com/word/喜悦/#zh
L7-4441,细腻,細膩,xìnì,Adj,7-9,4-4,4-4,,False,https://forvo.com/word/细腻/#zh
L7-4442,细微,細微,xìwēi,Adj,7-9,4-1,4-1,,False,https://forvo.com/word/细微/#zh
L7-4443,细心,細心,xìxīn,Adj,7-9,4-1,4-1,,False,https://forvo.com/word/细心/#zh
L7-4444,虾,蝦,xiā,N,7-9,1,1,,False,https://forvo.com/word/虾/#zh
L7-4445,瞎,瞎,xiā,V/Adv,7-9,1,1,,False,https://forvo.com/word/瞎/#zh
L7-4446,侠义,俠義,xiáyì,Adj,7-9,2-4,2-4,,False,https://forvo.com/word/侠义/#zh
L7-4447,峡谷,峽谷,xiágǔ,N,7-9,2-3,2-3,,False,https://forvo.com/word/峡谷/#zh
L7-4448,狭隘,狹隘,xiá'ài,Adj,7-9,2-4,2-4,,False,https://forvo.com/word/狭隘/#zh
L7-4449,狭小,狹小,xiáxiǎo,Adj,7-9,2-3,2-3,,False,https://forvo.com/word/狭小/#zh
L7-4450,狭窄,狹窄,xiázhǎi,Adj,7-9,2-3,2-3,,False,https://forvo.com/word/狭窄/#zh
L7-4451,下场,下場,xiàchǎng,N,7-9,4-3,4-3,,False,https://forvo.com/word/下场/#zh
L7-4452,下跌,下跌,xiàdiē,V,7-9,4-1,4-1,,False,https://forvo.com/word/下跌/#zh
L7-4453,下岗,下崗,xiàgǎng,,7-9,4-3,4-3,,False,https://forvo.com/word/下岗/#zh
L7-4454,下功夫,下功夫,xià gōngfu,,7-9,4-1-N,4-1-N,neutral_tone,False,https://forvo.com/word/下功夫/#zh
L7-4455,下海,下海,xiàhǎi,,7-9,4-3,4-3,,False,https://forvo.com/word/下海/#zh
L7-4456,下级,下級,xiàjí,N,7-9,4-2,4-2,,False,https://forvo.com/word/下级/#zh
L7-4457,下决心,下決心,xià juéxīn,,7-9,4-2-1,4-2-1,,False,https://forvo.com/word/下决心/#zh
L7-4458,下令,下令,xiàlìng,,7-9,4-4,4-4,,False,https://forvo.com/word/下令/#zh
L7-4459,下落,下落,xiàluò,N,7-9,4-4,4-4,,False,https://forvo.com/word/下落/#zh
L7-4460,下期,下期,xià qī,,7-9,4-1,4-1,,False,https://forvo.com/word/下期/#zh
L7-4461,下棋,下棋,xiàqí,,7-9,4-2,4-2,,False,https://forvo.com/word/下棋/#zh
L7-4462,下山,下山,xiàshān,,7-9,4-1,4-1,,False,https://forvo.com/word/下山/#zh
L7-4463,下手,下手,xiàshǒu,,7-9,4-3,4-3,,False,https://forvo.com/word/下手/#zh
L7-4464,下属,下屬,xiàshǔ,N,7-9,4-3,4-3,,False,https://forvo.com/word/下属/#zh
L7-4465,下台,下臺,xiàtái,,7-9,4-2,4-2,,False,https://forvo.com/word/下台/#zh
L7-4466,下调,下調,xiàtiáo,V,7-9,4-2,4-2,,False,https://forvo.com/word/下调/#zh
L7-4467,下乡,下鄉,xiàxiāng,,7-9,4-1,4-1,,False,https://forvo.com/word/下乡/#zh
L7-4468,下旬,下旬,xiàxún,N,7-9,4-2,4-2,,False,https://forvo.com/word/下旬/#zh
L7-4469,下一代,下一代,xià yī dài,,7-9,4-1-4,4-2-4,yi_before_t4,False,https://forvo.com/word/下一代/#zh
L7-4470,下意识,下意識,xiàyìshí,N/Adv,7-9,4-4-2,4-4-2,,False,https://forvo.com/word/下意识/#zh
L7-4471,下游,下游,xiàyóu,N,7-9,4-2,4-2,,False,https://forvo.com/word/下游/#zh
L7-4472,下坠,下墜,xiàzhuì,V,7-9,4-4,4-4,,False,https://forvo.com/word/下坠/#zh
L7-4473,吓唬,嚇唬,xiàhu,V,7-9,4-N,4-N,neutral_tone,False,https://forvo.com/word/吓唬/#zh
L7-4474,吓人,嚇人,xiàrén,,7-9,4-2,4-2,,False,https://forvo.com/word/吓人/#zh
L7-4475,夏令营,夏令營,xiàlìngyíng,N,7-9,4-4-2,4-4-2,,False,https://forvo.com/word/夏令营/#zh
L7-4476,仙鹤,仙鶴,xiānhè,N,7-9,1-4,1-4,,False,https://forvo.com/word/仙鹤/#zh
L7-4477,仙女,仙女,xiānnǚ,N,7-9,1-3,1-3,,False,https://forvo.com/word/仙女/#zh
L7-4478,先例,先例,xiānlì,N,7-9,1-4,1-4,,False,https://forvo.com/word/先例/#zh
L7-4479,先天,先天,xiāntiān,N,7-9,1-1,1-1,,False,https://forvo.com/word/先天/#zh
L7-4480,纤维,纖維,xiānwéi,N,7-9,1-2,1-2,,False,https://forvo.com/word/纤维/#zh
L7-4481,掀,掀,xiān,V,7-9,1,1,,False,https://forvo.com/word/掀/#zh
L7-4482,掀起,掀起,xiānqǐ,V,7-9,1-3,1-3,,False,https://forvo.com/word/掀起/#zh
L7-4483,鲜活,鮮活,xiānhuó,Adj,7-9,1-2,1-2,,False,https://forvo.com/word/鲜活/#zh
L7-4484,鲜美,鮮美,xiānměi,Adj,7-9,1-3,1-3,,False,https://forvo.com/word/鲜美/#zh
L7-4485,鲜血,鮮血,xiānxuè,N,7-9,1-4,1-4,,False,https://forvo.com/word/鲜血/#zh
L7-4486,弦,弦,xián,N,7-9,2,2,,False,https://forvo.com/word/弦/#zh
L7-4487,衔接,銜接,xiánjiē,V,7-9,2-1,2-1,,False,https://forvo.com/word/衔接/#zh
L7-4488,嫌弃,嫌棄,xiánqì,V,7-9,2-4,2-4,,False,https://forvo.com/word/嫌弃/#zh
L7-4489,嫌疑,嫌疑,xiányí,N,7-9,2-2,2-2,,False,https://forvo.com/word/嫌疑/#zh
L7-4490,显而易见,顯而易見,xiǎn'éryìjiàn,,7-9,3-2-4-4,3-2-4-4,,False,https://forvo.com/word/显而易见/#zh
L7-4491,显赫,顯赫,xiǎnhè,Adj,7-9,3-4,3-4,,False,https://forvo.com/word/显赫/#zh
L7-4492,显示器,顯示器,xiǎnshìqì,N,7-9,3-4-4,3-4-4,,False,https://forvo.com/word/显示器/#zh
L7-4493,显现,顯現,xiǎnxiàn,V,7-9,3-4,3-4,,False,https://forvo.com/word/显现/#zh
L7-4494,显眼,顯眼,xiǎnyǎn,Adj,7-9,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/显眼/#zh
L7-4495,现成,現成,xiànchéng,Adj,7-9,4-2,4-2,,False,https://forvo.com/word/现成/#zh
L7-4496,现任,現任,xiànrèn,V/Adj,7-9,4-4,4-4,,False,https://forvo.com/word/现任/#zh
L7-4497,现行,現行,xiànxíng,Adj,7-9,4-2,4-2,,False,https://forvo.com/word/现行/#zh
L7-4498,限,限,xiàn,V,7-9,4,4,,False,https://forvo.com/word/限/#zh
L7-4499,限定,限定,xiàndìng,V,7-9,4-4,4-4,,False,https://forvo.com/word/限定/#zh
L7-4500,限度,限度,xiàndù,N,7-9,4-4,4-4,,False,https://forvo.com/word/限度/#zh
L7-4501,限于,限於,xiànyú,V,7-9,4-2,4-2,,False,https://forvo.com/word/限于/#zh
L7-4502,线条,線條,xiàntiáo,N,7-9,4-2,4-2,,False,https://forvo.com/word/线条/#zh
